time,P,
20110606:0400,0,
20110606:0500,0,
20110606:0600,0,
20110606:0700,0,
20110606:0800,0,
20110606:0900,0,
20110606:1000,0,
20110606:1100,40.43,
20110606:1200,131.85,
20110606:1300,290.22,
20110606:1400,410.84,
20110606:1500,507.09,
20110606:1600,546.99,
20110606:1700,598.73,
20110606:1800,701.64,
20110606:1900,638.43,
20110606:2000,292.77,
20110606:2100,331.56,
20110606:2200,2.15,
20110606:2300,0,
20110607:0000,0,
20110607:0100,0,
20110607:0200,0,
20110607:0300,0,
20110607:0400,0,
20110607:0500,0,
20110607:0600,0,
20110607:0700,0,
20110607:0800,0,
20110607:0900,0,
20110607:1000,0,
20110607:1100,33.52,
20110607:1200,109.98,
20110607:1300,301.24,
20110607:1400,471.7,
20110607:1500,599.2,
20110607:1600,682.08,
20110607:1700,717.81,
20110607:1800,704.21,
20110607:1900,641.11,
20110607:2000,396.46,
20110607:2100,78.04,
20110607:2200,135.87,
20110607:2300,0,
20110608:0000,0,
20110608:0100,0,
20110608:0200,0,
20110608:0300,0,
20110608:0400,0,
20110608:0500,0,
20110608:0600,0,
20110608:0700,0,
20110608:0800,0,
20110608:0900,0,
20110608:1000,0,
20110608:1100,41.71,
20110608:1200,109.79,
20110608:1300,303.24,
20110608:1400,476.16,
20110608:1500,606.72,
20110608:1600,688.36,
20110608:1700,721.89,
20110608:1800,706.46,
20110608:1900,646.04,
20110608:2000,531.7,
20110608:2100,360.81,
20110608:2200,138.53,
20110608:2300,0,
20110609:0000,0,
20110609:0100,0,
20110609:0200,0,
20110609:0300,0,
20110609:0400,0,
20110609:0500,0,
20110609:0600,0,
20110609:0700,0,
20110609:0800,0,
20110609:0900,0,
20110609:1000,0,
20110609:1100,33.57,
20110609:1200,109.23,
20110609:1300,303.15,
20110609:1400,476.95,
20110609:1500,608.21,
20110609:1600,690.5,
20110609:1700,324.97,
20110609:1800,707.45,
20110609:1900,641.75,
20110609:2000,525.11,
20110609:2100,354.64,
20110609:2200,137.65,
20110609:2300,0,
20110610:0000,0,
20110610:0100,0,
20110610:0200,0,
20110610:0300,0,
20110610:0400,0,
20110610:0500,0,
20110610:0600,0,
20110610:0700,0,
20110610:0800,0,
20110610:0900,0,
20110610:1000,0,
20110610:1100,1.21,
20110610:1200,33.34,
20110610:1300,221.64,
20110610:1400,176.37,
20110610:1500,270.68,
20110610:1600,235.52,
20110610:1700,334.14,
20110610:1800,732.99,
20110610:1900,659.47,
20110610:2000,535.85,
20110610:2100,360.81,
20110610:2200,140.69,
20110610:2300,0,
20110611:0000,0,
20110611:0100,0,
20110611:0200,0,
20110611:0300,0,
20110611:0400,0,
20110611:0500,0,
20110611:0600,0,
20110611:0700,0,
20110611:0800,0,
20110611:0900,0,
20110611:1000,0,
20110611:1100,33.43,
20110611:1200,109.22,
20110611:1300,172,
20110611:1400,332.21,
20110611:1500,610.37,
20110611:1600,695.26,
20110611:1700,731.82,
20110611:1800,508.81,
20110611:1900,654.28,
20110611:2000,537.66,
20110611:2100,365.42,
20110611:2200,143.4,
20110611:2300,0,
20110612:0000,0,
20110612:0100,0,
20110612:0200,0,
20110612:0300,0,
20110612:0400,0,
20110612:0500,0,
20110612:0600,0,
20110612:0700,0,
20110612:0800,0,
20110612:0900,0,
20110612:1000,0,
20110612:1100,33.43,
20110612:1200,108.79,
20110612:1300,303.36,
20110612:1400,476.46,
20110612:1500,604.98,
20110612:1600,688.19,
20110612:1700,723.98,
20110612:1800,710.46,
20110612:1900,651.27,
20110612:2000,538.04,
20110612:2100,366.51,
20110612:2200,144.83,
20110612:2300,0,
20110613:0000,0,
20110613:0100,0,
20110613:0200,0,
20110613:0300,0,
20110613:0400,0,
20110613:0500,0,
20110613:0600,0,
20110613:0700,0,
20110613:0800,0,
20110613:0900,0,
20110613:1000,0,
20110613:1100,35.77,
20110613:1200,127.94,
20110613:1300,303.98,
20110613:1400,390.44,
20110613:1500,470.07,
20110613:1600,338.93,
20110613:1700,375.8,
20110613:1800,36.21,
20110613:1900,183.8,
20110613:2000,476.85,
20110613:2100,364.2,
20110613:2200,144.23,
20110613:2300,0,
20110614:0000,0,
20110614:0100,0,
20110614:0200,0,
20110614:0300,0,
20110614:0400,0,
20110614:0500,0,
20110614:0600,0,
20110614:0700,0,
20110614:0800,0,
20110614:0900,0,
20110614:1000,0,
20110614:1100,32.82,
20110614:1200,92.16,
20110614:1300,301.25,
20110614:1400,51.5,
20110614:1500,344.02,
20110614:1600,452.2,
20110614:1700,729.32,
20110614:1800,483.69,
20110614:1900,398.41,
20110614:2000,536.81,
20110614:2100,365.67,
20110614:2200,143.97,
20110614:2300,0,
20110615:0000,0,
20110615:0100,0,
20110615:0200,0,
20110615:0300,0,
20110615:0400,0,
20110615:0500,0,
20110615:0600,0,
20110615:0700,0,
20110615:0800,0,
20110615:0900,0,
20110615:1000,0,
20110615:1100,0,
20110615:1200,113.57,
20110615:1300,177.8,
20110615:1400,365.01,
20110615:1500,260.04,
20110615:1600,468.12,
20110615:1700,391.87,
20110615:1800,451.93,
20110615:1900,478.36,
20110615:2000,137.67,
20110615:2100,362.27,
20110615:2200,28.34,
20110615:2300,0,
20110616:0000,0,
20110616:0100,0,
20110616:0200,0,
20110616:0300,0,
20110616:0400,0,
20110616:0500,0,
20110616:0600,0,
20110616:0700,0,
20110616:0800,0,
20110616:0900,0,
20110616:1000,0,
20110616:1100,32.91,
20110616:1200,132.14,
20110616:1300,262.32,
20110616:1400,355.59,
20110616:1500,424.75,
20110616:1600,521.24,
20110616:1700,346.04,
20110616:1800,528.4,
20110616:1900,371.31,
20110616:2000,114.64,
20110616:2100,0.04,
20110616:2200,144.1,
20110616:2300,0,
20110617:0000,0,
20110617:0100,0,
20110617:0200,0,
20110617:0300,0,
20110617:0400,0,
20110617:0500,0,
20110617:0600,0,
20110617:0700,0,
20110617:0800,0,
20110617:0900,0,
20110617:1000,0,
20110617:1100,32.79,
20110617:1200,114.82,
20110617:1300,299.19,
20110617:1400,476.48,
20110617:1500,611,
20110617:1600,513.47,
20110617:1700,357.49,
20110617:1800,462.32,
20110617:1900,124.81,
20110617:2000,425.26,
20110617:2100,177.84,
20110617:2200,115.61,
20110617:2300,0,
20110618:0000,0,
20110618:0100,0,
20110618:0200,0,
20110618:0300,0,
20110618:0400,0,
20110618:0500,0,
20110618:0600,0,
20110618:0700,0,
20110618:0800,0,
20110618:0900,0,
20110618:1000,0,
20110618:1100,40.41,
20110618:1200,134.17,
20110618:1300,286.44,
20110618:1400,411.75,
20110618:1500,460.15,
20110618:1600,462.65,
20110618:1700,281.7,
20110618:1800,718.02,
20110618:1900,175.73,
20110618:2000,305.01,
20110618:2100,249.13,
20110618:2200,83.97,
20110618:2300,0,
20110619:0000,0,
20110619:0100,0,
20110619:0200,0,
20110619:0300,0,
20110619:0400,0,
20110619:0500,0,
20110619:0600,0,
20110619:0700,0,
20110619:0800,0,
20110619:0900,0,
20110619:1000,0,
20110619:1100,12.12,
20110619:1200,133.4,
20110619:1300,279.41,
20110619:1400,369.31,
20110619:1500,473.87,
20110619:1600,350.35,
20110619:1700,372.17,
20110619:1800,588.01,
20110619:1900,531.05,
20110619:2000,9.06,
20110619:2100,320.62,
20110619:2200,147.13,
20110619:2300,0,
20110620:0000,0,
20110620:0100,0,
20110620:0200,0,
20110620:0300,0,
20110620:0400,0,
20110620:0500,0,
20110620:0600,0,
20110620:0700,0,
20110620:0800,0,
20110620:0900,0,
20110620:1000,0,
20110620:1100,32.26,
20110620:1200,131.79,
20110620:1300,260.08,
20110620:1400,332.14,
20110620:1500,146.16,
20110620:1600,477.37,
20110620:1700,570.99,
20110620:1800,542.18,
20110620:1900,283.39,
20110620:2000,315.89,
20110620:2100,78.48,
20110620:2200,15.09,
20110620:2300,0,
20110621:0000,0,
20110621:0100,0,
20110621:0200,0,
20110621:0300,0,
20110621:0400,0,
20110621:0500,0,
20110621:0600,0,
20110621:0700,0,
20110621:0800,0,
20110621:0900,0,
20110621:1000,0,
20110621:1100,39.62,
20110621:1200,102.13,
20110621:1300,293.74,
20110621:1400,468.13,
20110621:1500,490.01,
20110621:1600,685.76,
20110621:1700,537.8,
20110621:1800,506.55,
20110621:1900,475.39,
20110621:2000,323.81,
20110621:2100,136.67,
20110621:2200,44.14,
20110621:2300,0,
20110622:0000,0,
20110622:0100,0,
20110622:0200,0,
20110622:0300,0,
20110622:0400,0,
20110622:0500,0,
20110622:0600,0,
20110622:0700,0,
20110622:0800,0,
20110622:0900,0,
20110622:1000,0,
20110622:1100,16.87,
20110622:1200,101.59,
20110622:1300,162.26,
20110622:1400,249.6,
20110622:1500,232.74,
20110622:1600,558.13,
20110622:1700,119.44,
20110622:1800,118.18,
20110622:1900,255.87,
20110622:2000,158.65,
20110622:2100,71.99,
20110622:2200,44.37,
20110622:2300,0,
20110623:0000,0,
20110623:0100,0,
20110623:0200,0,
20110623:0300,0,
20110623:0400,0,
20110623:0500,0,
20110623:0600,0,
20110623:0700,0,
20110623:0800,0,
20110623:0900,0,
20110623:1000,0,
20110623:1100,28.38,
20110623:1200,99.36,
20110623:1300,288.25,
20110623:1400,362.57,
20110623:1500,396,
20110623:1600,379.13,
20110623:1700,532.87,
20110623:1800,412.29,
20110623:1900,349.42,
20110623:2000,9.1,
20110623:2100,86.36,
20110623:2200,33.63,
20110623:2300,0,
20110624:0000,0,
20110624:0100,0,
20110624:0200,0,
20110624:0300,0,
20110624:0400,0,
20110624:0500,0,
20110624:0600,0,
20110624:0700,0,
20110624:0800,0,
20110624:0900,0,
20110624:1000,0,
20110624:1100,29.19,
20110624:1200,84.25,
20110624:1300,265.62,
20110624:1400,339.36,
20110624:1500,511.14,
20110624:1600,564.03,
20110624:1700,628.83,
20110624:1800,572.16,
20110624:1900,447.96,
20110624:2000,422.23,
20110624:2100,275.38,
20110624:2200,154.19,
20110624:2300,0,
20110625:0000,0,
20110625:0100,0,
20110625:0200,0,
20110625:0300,0,
20110625:0400,0,
20110625:0500,0,
20110625:0600,0,
20110625:0700,0,
20110625:0800,0,
20110625:0900,0,
20110625:1000,0,
20110625:1100,25.41,
20110625:1200,74.14,
20110625:1300,264.89,
20110625:1400,364.13,
20110625:1500,474.03,
20110625:1600,544.51,
20110625:1700,592.68,
20110625:1800,569.44,
20110625:1900,472.19,
20110625:2000,276.03,
20110625:2100,164.86,
20110625:2200,87.2,
20110625:2300,0,
20110626:0000,0,
20110626:0100,0,
20110626:0200,0,
20110626:0300,0,
20110626:0400,0,
20110626:0500,0,
20110626:0600,0,
20110626:0700,0,
20110626:0800,0,
20110626:0900,0,
20110626:1000,0,
20110626:1100,21.84,
20110626:1200,94.82,
20110626:1300,167.91,
20110626:1400,340.72,
20110626:1500,248.13,
20110626:1600,479.62,
20110626:1700,312.03,
20110626:1800,509.7,
20110626:1900,529.59,
20110626:2000,544.74,
20110626:2100,241.63,
20110626:2200,152.52,
20110626:2300,0,
20110627:0000,0,
20110627:0100,0,
20110627:0200,0,
20110627:0300,0,
20110627:0400,0,
20110627:0500,0,
20110627:0600,0,
20110627:0700,0,
20110627:0800,0,
20110627:0900,0,
20110627:1000,0,
20110627:1100,32.08,
20110627:1200,99.54,
20110627:1300,291.96,
20110627:1400,466.98,
20110627:1500,599.87,
20110627:1600,687.34,
20110627:1700,727.15,
20110627:1800,717.74,
20110627:1900,654.73,
20110627:2000,539.84,
20110627:2100,370.27,
20110627:2200,152.1,
20110627:2300,0,
20110628:0000,0,
20110628:0100,0,
20110628:0200,0,
20110628:0300,0,
20110628:0400,0,
20110628:0500,0,
20110628:0600,0,
20110628:0700,0,
20110628:0800,0,
20110628:0900,0,
20110628:1000,0,
20110628:1100,32.2,
20110628:1200,100.25,
20110628:1300,295.07,
20110628:1400,345.12,
20110628:1500,512.63,
20110628:1600,383.79,
20110628:1700,536.89,
20110628:1800,723.47,
20110628:1900,539.88,
20110628:2000,437.92,
20110628:2100,287.29,
20110628:2200,127.45,
20110628:2300,0,
20110629:0000,0,
20110629:0100,0,
20110629:0200,0,
20110629:0300,0,
20110629:0400,0,
20110629:0500,0,
20110629:0600,0,
20110629:0700,0,
20110629:0800,0,
20110629:0900,0,
20110629:1000,0,
20110629:1100,38.17,
20110629:1200,117.12,
20110629:1300,232.79,
20110629:1400,469.2,
20110629:1500,405.14,
20110629:1600,690.44,
20110629:1700,725.66,
20110629:1800,372.61,
20110629:1900,652.71,
20110629:2000,541.1,
20110629:2100,180.3,
20110629:2200,0,
20110629:2300,0,
20110630:0000,0,
20110630:0100,0,
20110630:0200,0,
20110630:0300,0,
20110630:0400,0,
20110630:0500,0,
20110630:0600,0,
20110630:0700,0,
20110630:0800,0,
20110630:0900,0,
20110630:1000,0,
20110630:1100,28.4,
20110630:1200,97.79,
20110630:1300,269.39,
20110630:1400,380.67,
20110630:1500,514.73,
20110630:1600,676.78,
20110630:1700,599.95,
20110630:1800,562.77,
20110630:1900,381.63,
20110630:2000,126.18,
20110630:2100,172.89,
20110630:2200,34.34,
20110630:2300,0,
20110701:0000,0,
20110701:0100,0,
20110701:0200,0,
20110701:0300,0,
20110701:0400,0,
20110701:0500,0,
20110701:0600,0,
20110701:0700,0,
20110701:0800,0,
20110701:0900,0,
20110701:1000,0,
20110701:1100,34.22,
20110701:1200,99.78,
20110701:1300,186.58,
20110701:1400,229.31,
20110701:1500,419.72,
20110701:1600,675.12,
20110701:1700,618.86,
20110701:1800,704.25,
20110701:1900,485.74,
20110701:2000,531.48,
20110701:2100,73.87,
20110701:2200,0,
20110701:2300,0,
20110702:0000,0,
20110702:0100,0,
20110702:0200,0,
20110702:0300,0,
20110702:0400,0,
20110702:0500,0,
20110702:0600,0,
20110702:0700,0,
20110702:0800,0,
20110702:0900,0,
20110702:1000,0,
20110702:1100,3.15,
20110702:1200,74.64,
20110702:1300,116.4,
20110702:1400,347.24,
20110702:1500,494.31,
20110702:1600,542.77,
20110702:1700,523.96,
20110702:1800,707.59,
20110702:1900,647.95,
20110702:2000,535.19,
20110702:2100,369.91,
20110702:2200,152.42,
20110702:2300,0,
20110703:0000,0,
20110703:0100,0,
20110703:0200,0,
20110703:0300,0,
20110703:0400,0,
20110703:0500,0,
20110703:0600,0,
20110703:0700,0,
20110703:0800,0,
20110703:0900,0,
20110703:1000,0,
20110703:1100,35.91,
20110703:1200,25.1,
20110703:1300,184.43,
20110703:1400,319.67,
20110703:1500,501.89,
20110703:1600,675.73,
20110703:1700,537.44,
20110703:1800,699.99,
20110703:1900,641.72,
20110703:2000,332.15,
20110703:2100,1.22,
20110703:2200,93.05,
20110703:2300,0,
20110704:0000,0,
20110704:0100,0,
20110704:0200,0,
20110704:0300,0,
20110704:0400,0,
20110704:0500,0,
20110704:0600,0,
20110704:0700,0,
20110704:0800,0,
20110704:0900,0,
20110704:1000,0,
20110704:1100,35.99,
20110704:1200,124.47,
20110704:1300,135.48,
20110704:1400,238.42,
20110704:1500,433.54,
20110704:1600,691.69,
20110704:1700,270.09,
20110704:1800,723.58,
20110704:1900,354.82,
20110704:2000,74.27,
20110704:2100,330.63,
20110704:2200,155.39,
20110704:2300,0,
20110705:0000,0,
20110705:0100,0,
20110705:0200,0,
20110705:0300,0,
20110705:0400,0,
20110705:0500,0,
20110705:0600,0,
20110705:0700,0,
20110705:0800,0,
20110705:0900,0,
20110705:1000,0,
20110705:1100,32.1,
20110705:1200,96.51,
20110705:1300,289,
20110705:1400,466.71,
20110705:1500,602.54,
20110705:1600,693.05,
20110705:1700,735.27,
20110705:1800,726.42,
20110705:1900,666.52,
20110705:2000,552.85,
20110705:2100,381.47,
20110705:2200,157.53,
20110705:2300,0,
20110706:0000,0,
20110706:0100,0,
20110706:0200,0,
20110706:0300,0,
20110706:0400,0,
20110706:0500,0,
20110706:0600,0,
20110706:0700,0,
20110706:0800,0,
20110706:0900,0,
20110706:1000,0,
20110706:1100,27.67,
20110706:1200,107.23,
20110706:1300,73.19,
20110706:1400,367.23,
20110706:1500,284.82,
20110706:1600,680.03,
20110706:1700,717.3,
20110706:1800,509.96,
20110706:1900,647.06,
20110706:2000,49.41,
20110706:2100,106.64,
20110706:2200,34.35,
20110706:2300,0,
20110707:0000,0,
20110707:0100,0,
20110707:0200,0,
20110707:0300,0,
20110707:0400,0,
20110707:0500,0,
20110707:0600,0,
20110707:0700,0,
20110707:0800,0,
20110707:0900,0,
20110707:1000,0,
20110707:1100,31.55,
20110707:1200,95.36,
20110707:1300,284.83,
20110707:1400,357.56,
20110707:1500,485.14,
20110707:1600,403.67,
20110707:1700,455.53,
20110707:1800,699.45,
20110707:1900,644.89,
20110707:2000,537.77,
20110707:2100,372.75,
20110707:2200,154.64,
20110707:2300,0,
20110708:0000,0,
20110708:0100,0,
20110708:0200,0,
20110708:0300,0,
20110708:0400,0,
20110708:0500,0,
20110708:0600,0,
20110708:0700,0,
20110708:0800,0,
20110708:0900,0,
20110708:1000,0,
20110708:1100,33.81,
20110708:1200,116.07,
20110708:1300,236.53,
20110708:1400,409.36,
20110708:1500,281.41,
20110708:1600,341.14,
20110708:1700,725.93,
20110708:1800,713.68,
20110708:1900,554.51,
20110708:2000,543.92,
20110708:2100,151.89,
20110708:2200,19.04,
20110708:2300,0,
20110709:0000,0,
20110709:0100,0,
20110709:0200,0,
20110709:0300,0,
20110709:0400,0,
20110709:0500,0,
20110709:0600,0,
20110709:0700,0,
20110709:0800,0,
20110709:0900,0,
20110709:1000,0,
20110709:1100,35.16,
20110709:1200,94.08,
20110709:1300,283.33,
20110709:1400,354.84,
20110709:1500,402.21,
20110709:1600,425.46,
20110709:1700,582.39,
20110709:1800,703.74,
20110709:1900,13.31,
20110709:2000,107.96,
20110709:2100,273.97,
20110709:2200,60.26,
20110709:2300,0,
20110710:0000,0,
20110710:0100,0,
20110710:0200,0,
20110710:0300,0,
20110710:0400,0,
20110710:0500,0,
20110710:0600,0,
20110710:0700,0,
20110710:0800,0,
20110710:0900,0,
20110710:1000,0,
20110710:1100,31.56,
20110710:1200,94.89,
20110710:1300,287.02,
20110710:1400,467.96,
20110710:1500,607.32,
20110710:1600,699.59,
20110710:1700,741.44,
20110710:1800,731.47,
20110710:1900,582.86,
20110710:2000,361.47,
20110710:2100,226.42,
20110710:2200,158.55,
20110710:2300,0,
20110711:0000,0,
20110711:0100,0,
20110711:0200,0,
20110711:0300,0,
20110711:0400,0,
20110711:0500,0,
20110711:0600,0,
20110711:0700,0,
20110711:0800,0,
20110711:0900,0,
20110711:1000,0,
20110711:1100,31.32,
20110711:1200,94.79,
20110711:1300,286.85,
20110711:1400,465.1,
20110711:1500,601.2,
20110711:1600,691.02,
20110711:1700,731.96,
20110711:1800,722.61,
20110711:1900,663.17,
20110711:2000,550.38,
20110711:2100,381.07,
20110711:2200,159.7,
20110711:2300,0,
20110712:0000,0,
20110712:0100,0,
20110712:0200,0,
20110712:0300,0,
20110712:0400,0,
20110712:0500,0,
20110712:0600,0,
20110712:0700,0,
20110712:0800,0,
20110712:0900,0,
20110712:1000,0,
20110712:1100,30.49,
20110712:1200,93.12,
20110712:1300,282.77,
20110712:1400,459.72,
20110712:1500,454.04,
20110712:1600,517.74,
20110712:1700,728.24,
20110712:1800,720.74,
20110712:1900,661.02,
20110712:2000,392.46,
20110712:2100,266.41,
20110712:2200,122.31,
20110712:2300,0,
20110713:0000,0,
20110713:0100,0,
20110713:0200,0,
20110713:0300,0,
20110713:0400,0,
20110713:0500,0,
20110713:0600,0,
20110713:0700,0,
20110713:0800,0,
20110713:0900,0,
20110713:1000,0,
20110713:1100,30.65,
20110713:1200,123.82,
20110713:1300,265.87,
20110713:1400,387.7,
20110713:1500,424.41,
20110713:1600,596.03,
20110713:1700,424,
20110713:1800,183.65,
20110713:1900,431.99,
20110713:2000,309.8,
20110713:2100,137.52,
20110713:2200,77.57,
20110713:2300,0,
20110714:0000,0,
20110714:0100,0,
20110714:0200,0,
20110714:0300,0,
20110714:0400,0,
20110714:0500,0,
20110714:0600,0,
20110714:0700,0,
20110714:0800,0,
20110714:0900,0,
20110714:1000,0,
20110714:1100,27.78,
20110714:1200,101.9,
20110714:1300,275.1,
20110714:1400,388.62,
20110714:1500,474.82,
20110714:1600,498.67,
20110714:1700,346,
20110714:1800,595.91,
20110714:1900,404.1,
20110714:2000,397.01,
20110714:2100,357.78,
20110714:2200,85.8,
20110714:2300,0,
20110715:0000,0,
20110715:0100,0,
20110715:0200,0,
20110715:0300,0,
20110715:0400,0,
20110715:0500,0,
20110715:0600,0,
20110715:0700,0,
20110715:0800,0,
20110715:0900,0,
20110715:1000,0,
